Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,
"ADNET SYSTEMS, INC. [BETHESDA,MARYLAND]",80NSSC18K1135,NSSC - NASA Shared Services Center,BETHESDA,MD,'08',8/24/2018,8/24/2018,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Subchapter S Corporation, Sub Continent Asian American Owned Business",Grant,0,0,0,[None Indicated],N/A,N/A,"SCIENCE GOALS AND OBJECTIVES: TO CONSTRAIN THE PARAMETERS OF NANOFLARE HEATING MODELS THAT GENERATE SUFFICIENT THERMAL ENERGY TO HEAT ACTIVE REGIONS (ARS).IT HAS BEEN KNOWN FOR DECADES THAT THE OVERLYING SOLAR CORONA IS MUCH HOTTER THAN THE UNDERLYING PHOTOSPHERE. ALSO, THE REQUIRED ENERGY DEPOSITION RATE IS MUCH HIGHER IN ARS COMPARED TO CORONAL HOLES OR THE QUIET SUN. MANY STUDIES HAVE SHOWN THAT AN ENERGY DEPOSITION MECHANISM MUST BE OPERATING IN THE SOLAR CORONA TO MAINTAIN THE TEMPERATURES OBSERVED. A LEADING THEORY IS THAT THE CORONA IS HEATED BY LARGE NUMBER OF SMALL ENERGY RELEASE EVENTS KNOWN AS NANOFLARES. A SUFFICIENTLY LARGE NUMBER OF NANOFLARES, WITH SUFFICIENTLY HIGH OCCURRENCE RATE, CAN PROVIDE ENOUGH ENERGY TO HEAT THE CORONA. INSTRUMENTATION LIMITATIONS MEAN THAT NANOFLARES ARE NOT OBSERVED DIRECTLY: THEREFORE, MUCH OF THE EVIDENCE FOR THEIR EXISTENCE IS INFERRED FROM OBSERVATIONS AND NUMERICAL MODELING. DETERMINING THE ENERGY DISTRIBUTION AND OCCURRENCE RATE OF NANOFLARES IN THE AR CORONA WOULD BE A HUGE STEP FORWARD IN OUR UNDERSTANDING OF HEATING IN CORONAL PLASMAS. VIALL&KLIMCHUK 2011, 2013, 2014, 2017 HAVE SHOWN THAT THE TIMING OF AR CORONAL EMISSION BRIGHTENINGS IN MULTIPLE CHANNELS OF SOLAR DYNAMICS OBSERVATORY ATMOSPHERIC IMAGING ASSEMBLY (SDO/AIA) FOLLOWS THAT EXPECTED FROM SIMULATIONS OF A NANOFLARE-HEATED CORONA. USING NUMERICAL HYDRODYNAMIC RADIATIVE EMISSION MODEL FOR THE SOLAR ATMOSPHERE (HYDRAD)-BASED SIMULATIONS OF AIA EMISSION FOR AN AR, BRADSHAW&VIALL 2016 HAVE SHOWN THAT THE TIMING OF CORONAL EMISSION BRIGHTENINGS IS DEPENDENT ON THE PROPERTIES OF THE NANOFLARE ENERGY DISTRIBUTION AND OCCURRENCE RATE. RELATEDLY, IRELAND ET AL. 2015 SHOW THAT AVERAGE POWER SPECTRA P(F) (WHERE F IS FREQUENCY) OF TIME SERIES OF AIA 171  AND 193  AR IMAGES ARE DOMINATED BY POWER LAWS, P(F)#tilde#F^(-Z), Z>0. IRELAND ET AL. 2015 SHOW THAT A DISTRIBUTION OF EXPONENTIALLY DECAYING EVENTS OF EMISSION E ALONG THE LINE-OF-SIGHT (LOS), WHERE N(E)#tilde#E^(-M) AND THE SIZE OF THE EMISSION DEPENDS ON ITS DURATION T SUCH THAT E#tilde#T^K CREATES A POWER LAW POWER SPECTRUM P(F)#tilde#F^-K(2-M). CONSEQUENTLY, WE HYPOTHESIZE THAT A DISTRIBUTION OF NANOFLARE EVENTS CAUSES BOTH THE EMISSION POWER-LAW POWER SPECTRUM IN AIA TIME-SERIES AS WELL AS THE OBSERVED BRIGHTENING TIME-LAGS. THEREFORE, WE WILL USE THE AIA EMISSION POWER-LAW POWER SPECTRA AND BRIGHTENING TIME-LAGS IN COMBINATION FOR THE FIRST TIME AS CONSTRAINTS ON THE ENERGY DISTRIBUTION AND OCCURRENCE RATE OF NANOFLARES. METHODOLOGY: WE WILL STUDY THE FOURIER POWER SPECTRA OF THE EMISSION GENERATED BY SIMULATED NANOFLARE ENERGY DEPOSITION EVENTS, AND COMPARE THAT TO THE OBSERVED FOURIER POWER SPECTRA FOR THE ARS STUDIED BY VIALL&KLIMCHUK 2012, 2017 AND WARREN ET AL. 2012. WE WILL USE THE ENTHALPY BASED THERMAL EVOLUTION OF LOOPS (EBTEL) AND HYDRAD NUMERICAL MODELS APPLIED TO AR MAGNETIC SKELETONS TO CALCULATE THE EMISSION ALONG THE LOS. THE TOTAL EMISSION MEASURE WILL THEN BE FOLDED THROUGH THE INSTRUMENT RESPONSE OF AIA. BY COMPARING THE OBSERVED AND SIMULATED AIA POWER SPECTRA IN ALL CHANNELS, AND SIMULTANEOUSLY REQUIRING THAT THE OBSERVED AND SIMULATED AIA EMISSION HAVE THE SAME CROSS-AIA CHANNEL TIME-LAG PROPERTIES, WE WILL DISCOVER IMPORTANT NEW CONSTRAINTS ON THE POSSIBLE DISTRIBUTIONS AND FREQUENCY RATES OF NANOFLARES THAT REPRODUCE THE OBSERVED EMISSION. THIS WILL HELP ANSWER A FUNDAMENTAL QUESTION IN SOLAR PHYSICS - WHY IS THE CORONA HOT? RELEVANCE TO THE HELIOPHYSICS DECADAL SURVEY: ANSWERS TWO HIGH LEVEL SCIENCE GOALS (1)  DETERMINE THE ORIGINS OF THE SUN S ACTIVITY AND PREDICT THE VARIATIONS IN THE SPACE ENVIRONMENT  AND (2)  DISCOVER AND CHARACTERIZE FUNDAMENTAL PROCESSES THAT OCCUR BOTH WITHIN THE HELIOSPHERE AND THROUGHOUT THE UNIVERSE.  WE WILL USE DATA ALREADY AVAILABLE FROM NASA MISSIONS (SDO) AND NUMERICAL SIMULATION (EBTEL AND HYDRAD).",,,,
"ADNET SYSTEMS, INC. [BETHESDA,MARYLAND]",80NSSC20K1070,NSSC - NASA Shared Services Center,BETHESDA,MD,'08',7/22/2020,5/12/2023,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Subchapter S Corporation, Sub Continent Asian American Owned Business",Grant,"119,471","119,471","369,483",[None Indicated],N/A,N/A,WE AIM TO UNDERSTAND THE UNDERLYING PHYSICS THAT CONNECTS THE FEATURES WITH A SIZE-SCALE OF UP TO 3000 MM IN THE LOW CORONA TO THE SOLAR WIND BY ANALYZING SOLAR IMAGING DATA FOR SEVERAL TIME PERIODS AT DIFFERENT PARTS OF SOLAR CYCLE 24.,,,,
"ADNET SYSTEMS, INC. [ROCKVILLE,MARYLAND]",NNG12PL17C,GSFC - Goddard Space Flight Center,GREENBELT,MD,'05',8/27/2012,9/30/2017,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Subchapter S Corporation, Sub Continent Asian American Owned Business","Definitive Contract, Cost Plus Fixed Fee",0,"237,660,726","250,586,279",541712,NNG11341433J,N/A,"IGF::OT::IGF OTHER FUNCTIONS THE SESDA III CONTRACT WILL SUPPORT THE SCIENCE AND EXPLORATION DIVISION (SED) BY PROVIDING A BROAD RANGE OF RESEARCH SCIENCE DISCIPLINES, ENGINEERING, IT SERVICES, AND OTHER SERVICES TO THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA), GODDARD SPACE FLIGHT CENTER (GSFC).",,,,
"ADNET SYSTEMS, INC. [BETHESDA,MARYLAND]",NNX17AE02G,NSSC - NASA Shared Services Center,BETHESDA,MD,'08',1/13/2017,10/13/2017,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Subchapter S Corporation, Sub Continent Asian American Owned Business",Grant,0,591,591,[None Indicated],N/A,N/A,"EXCITATION AND DISSIPATION OF THE FREE CORE NUTATION THE FREE CORE NUTATION (FCN) IS ONE OF EARTH''S FUNDAMENTAL ROTATIONAL NORMAL MODES. IT ARISES BECAUSE THE FLUID CORE IS CONFINED WITHIN AN ELLIPSOIDAL MANTLE WHOSE ROTATION AND FIGURE AXES NEED NOT COINCIDE. IN THE TERRESTRIAL REFERENCE FRAME, THE ASSOCIATED MOTION IS A NEARLY DIURNAL FREE WOBBLE (NDFW). ANALYSIS OF THE FCN (OR THE NDFW) ALLOWS US TO STUDY CERTAIN UNIQUE PROPERTIES OF THE EARTH; A CLASSIC EXAMPLE (GWINN, 1986) WAS USING THE FCN TO DETERMINE THE ELLIPTICITY OF THE CORE-MANTLE BOUNDARY. OUR PROPOSAL AIMS TO IMPROVE OUR KNOWLEDGE OF THE FCN EXCITATION AND DISSIPATION, AND THE GEOPHYSICAL INTERPRETATION OF FCN EFFECTS. AN IMPORTANT ASPECT IS TO IMPROVE THE MODELING OF ATMOSPHERIC AND OCEANIC CONTRIBUTIONS TO THE OBSERVED NUTATION, SINCE AN IMPROPER ACCOUNTING OF THESE CAN BIAS THE RESPONSE ESTIMATES. THE MAIN GOALS OF OUR STUDY ARE (A) TO OBTAIN IMPROVED AND SELF-CONSISTENT ESTIMATES OF COMPLIANCES THAT DESCRIBE THE RESPONSE OF THE NON-RIGID EARTH TO EXTERNAL TORQUES AND GEOPHYSICAL EXCITATIONS, ALONG WITH REALISTIC ERROR ESTIMATES; (B) TO CLOSE THE BUDGET OF THE EXCITATION AND DISSIPATION OF THE FCN OR TO ESTABLISH THAT THE BUDGET CANNOT BE CLOSED WITHIN UNCERTAINTIES OF GEODETIC OBSERVATIONS. OUR PRIMARY GEODETIC DATA WILL BE VERY LONG BASELINE INTERFEROMETRY (VLBI) GROUP DELAYS. THIS WILL BE ACHIEVED BY (1) INCORPORATING INTO OUR DATA ANALYSIS THE NON-GRAVITATIONAL FORCINGS FROM THE LATEST ADVANCED TIDAL AND NONTIDAL OCEANIC MODELS AND ATMOSPHERIC MODELS; (2) IMPROVING THE OCEAN TIDE MODEL AT PSI1 TIDE (CRITICAL BECAUSE ITS FREQUENCY IS SO CLOSE TO THE NDFW FREQUENCY); AND (3) ESTIMATING PARAMETERS OF THE NUTATION TRANSFER FUNCTION DIRECTLY FROM VLBI GROUP DELAYS WITHOUT RESORTING TO INTERMEDIATE TIME SERIES. IN PAST EFFORTS THE PSI1 OCEAN TIDE HAS NEVER BEEN HANDLED CORRECTLY. THIS IS BECAUSE, UNLIKE ANY OTHER TIDE, IT IS FORCED ABOUT EQUALLY BY THE GRAVITATIONAL TIDAL POTENTIAL AND BY RADIATIONAL EFFECTS OF THE ATMOSPHERIC TIDES. WE PROPOSE TO DETERMINE THE PSI1 BAROMETRIC PRESSURE TIDE FROM SEVERAL MODERN ANALYSES AND REANALYSES OF NUMERICAL WEATHER CENTERS. WE WILL BE GUIDED BY AN EXTENSIVE NETWORK OF BAROMETER MEASUREMENTS THAT WE HAVE BUILT UP OVER SEVERAL YEARS AND WHICH WE HAVE PREVIOUSLY USED TO STUDY THE S1 AND S2 AIR TIDES. WE WILL USE THE RESULTING AIR-TIDE MODEL TO FORCE A NUMERICAL OCEAN-TIDE MODEL THAT WE HAVE PREVIOUSLY USED TO STUDY THE S1 OCEAN TIDE. THE RESULTS, COMBINED WITH THE NOMINALLY EASIER GRAVITATIONAL PART, SHOULD RESULT IN A MUCH MORE REALISTIC MODEL OF THE PSI1 OCEAN TIDE THAT IS ESSENTIAL TO MITIGATE SYSTEMATIC ERRORS IN DETERMINING THE STRENGTH AND SHAPE OF THE FCN. WE WILL MODIFY THE WELL-KNOWN NEMO OCEAN MODEL TO COMPUTE OCEANIC ANGULAR MOMENTUM AND BOTTOM PRESSURE ON THE FLY AND TO STORE THESE DATA WITH A TIME RESOLUTION OF ONE HOUR. THE OCEAN DATA, COMBINED WITH PRESSURE AND WIND DATA FROM NUMERICAL WEATHER CENTERS, WILL SUPPLY NEW ANGULAR MOMENTUM CORRECTIONS FOR REANALYSIS OF VLBI NUTATION DATA, AGAIN LEADING TO BETTER DETERMINED FCN PARAMETERS. WE ANTICIPATE THE NEMO DATA WILL BENEFIT A WIDE RANGE OF EARTH SCIENCE STUDIES, NOT JUST OUR OWN. WE PROPOSE TO REANALYZE VLBI GROUP DELAYS FROM 1984 THROUGH PRESENT. WE WILL FIT PARAMETERS OF THE MODEL THAT RELATE THE OBSERVED SPECTRUM TO THE EXTERNAL GRAVITATIONAL EXCITATION EXERTED BY THE MOON, SUN, AND PLANETS AND TO INTERNAL EXCITATIONS CAUSED BY THE OCEANIC AND ATMOSPHERIC DYNAMICS. THE PARAMETERS OF THE MODEL WILL INCLUDE COMPLIANCES SUCH AS DYNAMIC ELLIPTICITY OF THE WHOLE EARTH AND THE CORE, COMPLEX ELASTIC COMPLIANCES, COUPLING AT THE CORE-MANTLE BOUNDARY AND OTHER PARAMETERS. WE WILL INVESTIGATE THE POSSIBILITY OF INCLUDING AD HOC EXCITATIONS TO EXPLAIN THE RESIDUAL SPECTRUM. FINALLY, WE WILL FIT PARAMETERS OF THE MODEL DIRECTLY TO VLBI GROUP DELAY WITHOUT USING AN INTERMEDIATE SPECTRUM. WE WILL PERFORM A THOROUGH ERROR ANALYSIS AND DETERMINE REALISTIC UNCER",,,,
"ADRIAN TECHNOLOGIES INCORPORATED [TANNER,ALABAMA]",80NSSC20P2104,NSSC - NASA Shared Services Center,TANNER,AL,'05',9/12/2020,11/30/2020,", Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation, Veteran Owned","Purchase Order, Firm Fixed Price","15,600","15,600","15,600",611430,80NSSC20740447Q,N/A,LEAN SIX SIGMA GREEN BELT CLASS,,,,
"ADROIT MATERIALS [APEX,NORTH CAROLINA]",80NSSC20C0443,NSSC - NASA Shared Services Center,APEX,NC,'02',8/31/2020,3/1/2021,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Firm Fixed Price","124,999","124,999","124,999",541715,N/A,N/A,"NOVEL, DEEP-UV APDS FOR ATOMIC CLOCKS AND SPACE OBSERVATION",,,,
"ADVALUE PHOTONICS, INC. [TUCSON,ARIZONA]",80NSSC18C0029,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',4/18/2018,12/17/2020,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price",0,"748,893","748,893",541715,N/A,N/A,"WE PROPOSE TO DEMONSTRATE AND BUILD A 1.572 MICRON SINGLE FREQUENCY HIGH PULSE ENERGY AND HIGH PEAK POWER FIBER LASER BY USING AN INNOVATIVE ER-DOPED GAIN FIBER WITH LARGE CORE DIAMETER AND HIGH GAIN PER UNIT LENGTH. 1.572 MICRON SINGLE FREQUENCY HIGH ENERGY AND HIGH PEAK POWER FIBER LASER IS NEEDED FOR ACCURATELY MEASURING COLUMN CO2 CONCENTRATIONS. IN PHASE II, WE WILL OPTIMIZE THE DOPING CONCENTRATIONS, INCREASE THE SBS THRESHOLD, IMPROVE THE SLOPE EFFICIENCY, AND DEMONSTRATE HIGH PULSE ENERGY AND HIGH PEAK POWER FIBER LASER WITH A SHORT PIECE OF GAIN FIBER. SUCCESSFUL DEMONSTRATION OF SUCH A FIBER LASER WILL ENABLE MANY NEW NASA AND COMMERCIAL APPLICATIONS.",,,,
"ADVALUE PHOTONICS, INC. [TUCSON,ARIZONA]",80NSSC19C0145,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',6/21/2019,6/20/2021,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price",0,"748,233","748,233",541715,N/A,N/A,"COMPACT AND RUGGED SINGLE-FREQUENCY PULSED UV LASERS ARE NEEDED FOR MEASUREMENT OF OZONE AND THE HYDROXYL RADICALS (OH). THE DETERMINATION OF THE CONCENTRATION OF OH IN THE ATMOSPHERE IS CENTRAL TO THE UNDERSTANDING OF ATMOSPHERIC PHOTOCHEMISTRY. THE GOAL FOR THIS SBIR PHASE PROGRAM IS TO DEMONSTRATE AND BUILD A HIGHLY ROBUST HIGH-POWER FAST-TUNING SINGLE FREQUENCY PULSED UV LASER NEAR 308NM FOR OH IPDA LIDAR MEASUREMENT BY USING HIGH AVERAGE POWER AND HIGH PEAK POWER SINGE FREQUENCY FIBER LASERS. THE UV LASER WILL EXHIBIT A PULSE ENERGY OF GREATER THAN 100MJ, PULSE WIDTH OF 5#tilde#10NS, AND BEAM QUALITY LESS THAN 1.3. WE WILL BUILD A DELIVERABLE PROTOTYPE UV LASER FOR NASA",,,,
"ADVALUE PHOTONICS, INC. [TUCSON,ARIZONA]",80NSSC19P2167,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',9/13/2019,6/6/2020,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price",914,"39,514","39,514",541330,N/A,N/A,1 MICRON FIBER AMPLIFIER,,,,
"ADVALUE PHOTONICS, INC. [TUCSON,ARIZONA]",80NSSC20C0428,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',8/21/2020,3/1/2021,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price","124,618","124,618","124,618",541715,N/A,N/A,100S OF KW PEAK POWER FIBER AMPLIFIER FOR NEXT-GENERATION LIDAR APPLICATION,,,,
"ADVALUE PHOTONICS, INC. [TUCSON,ARIZONA]",80NSSC20C0430,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',8/31/2020,3/1/2021,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price","124,128","124,128","124,128",541715,N/A,N/A,THIRTY MILLIJOULE SINGLE FREQUENCY 2 MICRON FIBER LASERS FOR COHERENT WIND LIDAR,,,,
"ADVALUE PHOTONICS, INC. [TUCSON,ARIZONA]",80NSSC20P1852,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',8/18/2020,2/22/2021,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price","131,635","131,635","131,635",541330,N/A,N/A,MICRON SINGLE FREQUENCY FIBER LASER&AMPLIFIER,,,,
"ADVANCE MFG.CO., INC. [WESTFIELD,MASSACHUSETTS]",80GSFC20A0018,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',5/15/2020,[None Indicated],", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,80GSFC20Q0003,N/A,"SB SET-ASIDE, 42 OFFERS.BPA VENDORS SHALL PROVIDE FABRICATION SERVICES AT VENDORS SITE&SUPPLIES TO GSFC IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS SPACE FLIGHT&NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  .",,,,
"ADVANCE MFG.CO., INC. [WESTFIELD,MASSACHUSETTS]",NNG14LM73D,GSFC - Goddard Space Flight Center,WESTFIELD,MA,'01',8/20/2014,5/14/2020,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","BPA Call, Firm Fixed Price",0,"331,004","331,004",332710,N/A,N/A,"IGF::OT::IGFSMALL BUSINESS SET-ASIDE, 63 OFFERSPLACE OF PERFORMANCE:  VENDOR SITEFABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARDSPACE FLIGHT CENTERTHE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER''S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS. VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS \SPACEFLIGHT\"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS \""NON-FLIGHT\"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION.""",,,,
"ADVANCED AIR PRODUCTS COMPANY [ENGLEWOOD,COLORADO]",80NSSC19P2029,NSSC - NASA Shared Services Center,ENGLEWOOD,CO,'01',8/29/2019,12/21/2019,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"11,488","11,488",423840,80NSSC19Q1090,N/A,HEIDENHAIN HA ENCODER TAPE PURCHASE FOR MCAT,,,,
"ADVANCED ANALYZER LABS, INC. [ELLICOTT CITY,MARYLAND]",80NSSC19C0163,NSSC - NASA Shared Services Center,ELLICOTT CITY,MD,'07',8/9/2019,8/8/2021,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price",0,"749,997","749,997",541715,N/A,N/A,IN-SITU X-RAY IMAGING SYSTEM AND X-RAY FLUORESCENCE FOR PLANETARY SCIENCE,,,,
"ADVANCED CERAMIC FIBERS, LLC [IDAHO FALLS,IDAHO]",80NSSC20C0335,NSSC - NASA Shared Services Center,IDAHO FALLS,ID,'02',8/27/2020,3/1/2021,", Small Business ONLY - For Profit Organization, Limited Liability Corporation","Definitive Contract, Firm Fixed Price","124,884","124,884","124,884",541715,N/A,N/A,LOW-RISK APPROACH TO HIGH-PAYOFF ULTRA-HIGH TEMPERATURE CERAMIC MATRIX COMPOSITES,,,,
"ADVANCED CERAMIC TECHNOLOGY [ORANGE,CALIFORNIA]",80NSSC20P1768,NSSC - NASA Shared Services Center,ORANGE,CA,'46',8/11/2020,8/26/2020,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","12,717","12,717","12,717",327999,N/A,N/A,FABRICATED VACUUM TUBES,,,,
"ADVANCED CERAMICS MANUFACTURING, LLC [TUCSON,ARIZONA]",80NSSC19C0416,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',8/18/2019,2/18/2020,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - American Indian Owned, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Partnership Or Limited Liability Partnership, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price",0,"124,999","124,999",541715,N/A,N/A,PHASE I SBIR FOR ADDITIVE MANUFACTURING  OF SIC-SIC CMCS,,,,
"ADVANCED CERAMICS MANUFACTURING, LLC [TUCSON,ARIZONA]",80NSSC20C0599,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',8/31/2020,3/1/2021,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - American Indian Owned, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Partnership Or Limited Liability Partnership, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price","124,999","124,999","124,999",541715,N/A,N/A,ROBUST CERAMICS FOR HALL-EFFECT THRUSTER DISCHARGE CHANNELS,,,,
"ADVANCED CIRCUITS, INC. [AURORA,COLORADO]",80NSSC20P0332,NSSC - NASA Shared Services Center,AURORA,CO,'06',12/17/2019,1/10/2020,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","11,950","11,950","11,950",334412,N/A,N/A,THIS PURCHASE ORDER IS FOR FABRICATION OF CUSTOM PRINTED CIRCUIT BOARDS QUANTITY 4 PER QUOTE 5438414-MQT DATED 11/22/2019.....DELIVERY IS ON OR BEFORE 01/10/2019.....,,,,
"ADVANCED COMPUTER CONCEPTS, INC. [MC LEAN,VIRGINIA]",80KSC020F0085,KSC - Kennedy Space Flight Center,MCLEAN,VA,'11',5/15/2020,9/30/2021,", Small Disadvantaged Business, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Small Business, Women Owned, Women Owned Small Business","Delivery Order, Firm Fixed Price","583,310","583,310","583,310",541519,N/A,N/A,SYMANTEC SOFTWARE RENEWAL,,,,
"ADVANCED COMPUTER CONCEPTS, INC. [MC LEAN,VIRGINIA]",80NSSC18F1344,NSSC - NASA Shared Services Center,MCLEAN,VA,'11',6/22/2018,5/31/2020,", Small Disadvantaged Business, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Small Business, Women Owned, Women Owned Small Business","Delivery Order, Firm Fixed Price",0,"14,645","14,645",541519,87287,N/A,IGF::OT::IGF   NETAPP SOFTWARE AND MAINTENANCE RENEWAL FOR MASS STORAGE UNITS AT JSC AND WSTF,,,,
"ADVANCED COMPUTER CONCEPTS, INC. [MC LEAN,VIRGINIA]",80NSSC19F0164,NSSC - NASA Shared Services Center,MCLEAN,VA,'11',11/26/2018,2/29/2020,", Small Disadvantaged Business, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Small Business, Women Owned, Women Owned Small Business","Delivery Order, Firm Fixed Price",0,"19,535","19,535",541519,N/A,N/A,SMARTNET RENEWAL,,,,
