Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,,,,,,,,,
"4DSP, LLC [RENO,NEVADA]",NND13AE10P,AFRC - Armstrong Flight Research Center,RENO,NV,'02',9/26/2013,12/1/2013,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"57,400","57,400",334111,N/A,N/A,FMC BOARD,,,,,,,,,,,,
"4DSP, LLC [RENO,NEVADA]",NNJ14JA92P,JSC - Johnson Space Flight Center,Reno,NV,'02',8/14/2014,9/14/2014,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","3,995","3,995","3,995",423430,N/A,N/A,FMC116 BOARD,,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB59T,JSC - Johnson Space Flight Center,,TX,'18',12/31/2008,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price",0,"144,079","144,079",541611,N/A,N/A,Management/Support Services,,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB61T,JSC - Johnson Space Flight Center,,TX,'22',12/31/2008,12/31/2014,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"79,773","79,773",541611,N/A,N/A,Management/Support Services,,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB70Z,JSC - Johnson Space Flight Center,[N/A for IDVs],,'NA',12/30/2008,[None Indicated],"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,541611,N/A,N/A,"Procurement administrative activities, configuration management of documents, procurement related analysis and report integration",,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JC93T,JSC - Johnson Space Flight Center,,TX,'22',2/12/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"131,389","131,389",541611,N/A,N/A,Prcurement/Business Analyst for JSC Procurement Office,,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JE24T,JSC - Johnson Space Flight Center,,TX,'36',6/15/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"574,308","574,308",541611,N/A,N/A,"TAS::80 0121::TAS Procurement administrative activities, configuration management of documents, procurement related analysis and report integration for Recovery Act Construction Contracts",,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JA18T,JSC - Johnson Space Flight Center,,TX,'36',10/6/2010,7/15/2013,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price",0,"1,160,221","1,160,221",541611,N/A,N/A,ADMINSTRATIVE SUPPORT FOR JSC CENTER OPERATIONS (JA),,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JA19T,JSC - Johnson Space Flight Center,,TX,'36',10/1/2010,7/29/2013,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price",-162,"942,071","942,071",541611,N/A,N/A,ADMINISTRATIVE SUPPORT FOR JSC PROCUREMENT (BA),,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JE69T,JSC - Johnson Space Flight Center,,TX,'36',9/19/2011,7/29/2013,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","-5,021","127,483","127,483",541611,N/A,N/A,Procurement Clerk hours,,,,,,,,,,,,
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ13JB81T,JSC - Johnson Space Flight Center,,TX,'18',3/1/2013,7/29/2013,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","-6,135","37,731","37,731",541611,N/A,N/A,IGF::OT::IGF BUSINESS ANALYST SERVICES IN SUPPORT OF THE INTERNATION SPACE STATION,,,,,,,,,,,,
"4WAVE, INC. [STERLING,VIRGINIA]",NNG14LN96P,GSFC - Goddard Space Flight Center,Sterling,VA,'10',9/30/2014,3/31/2016,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","610,680","610,680","610,680",333242,N/A,N/A,HIGH UNIFORMITY ION-BEAM ETCH SYSTEM,,,,,,,,,,,,
"5.11, INC. [MODESTO,CALIFORNIA]",NNM14AA59D,MSFC - Marshall Space Flight Center,MODESTO,CA,'10',11/5/2013,6/13/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Delivery Order, Firm Fixed Price","5,408","5,408","5,408",316999,N/A,N/A,SMALL RESPONDER PARKA HI-VISIBILITY,,,,,,,,,,,,
"A & A SHEET METAL PRODUCTS INC [LA PORTE,INDIANA]",NNG14LJ47P,GSFC - Goddard Space Flight Center,,IN,'01',7/10/2014,8/20/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","6,556","6,556","6,556",332311,N/A,N/A,CUSTOM EXPLOSIVE STORAGE MAGAZINE - 1 EA.,,,,,,,,,,,,
"A & D MACHINERY COMPANY [MUSKEGON,MICHIGAN]",NNG14LK08P,GSFC - Goddard Space Flight Center,,MI,'02',12/12/2013,2/6/2014,", Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Veteran Owned","Purchase Order, Firm Fixed Price","15,475","15,475","15,475",333515,N/A,N/A,"WELLS INDEX MODEL 747 MILLING MACHINE, 1 EACH.  CONTRACTOR WILL PROVIDE INSURANCE, TRANSPORTATION, LABOR, PARTS, AND EQUIPMENT NECESSARY TO DELIVER ONE (1) (REBUILT) WELLS-INDEX 747 MILLING MACHINE. THE CONTRACTOR WILL COORDINATE TIME AND DATE OF DELIVERY WITH THE DESIGNATED REPRESENTATIVE. THE CONTRACTOR WILL PROVIDE A ONE (1) YEAR WARRANTY TO COVER SAID MILLING MACHINE TO INCLUDE PARTS, LABOR, TRAVEL AND ANY OTHER RELATED REPAIR COSTS.",,,,,,,,,,,,
"A & J VACUUM SERVICES INC [CLIFTON,NEW JERSEY]",NNC14VB87P,GRC - Glenn Research Center,CLIFTON,NJ,'09',2/24/2014,3/27/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","4,983","4,983","4,983",811219,N/A,N/A,IGF::OT::IGFEXCHANGE OF PHD 4 VARIAN LEAK DETECTOR.,,,,,,,,,,,,
"A & J VACUUM SERVICES INC [CLIFTON,NEW JERSEY]",NNM14AF02P,MSFC - Marshall Space Flight Center,CLIFTON,NJ,'09',8/14/2014,10/2/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","8,169","8,169","8,169",811219,N/A,N/A,IGF::OT::IGFSTANDARD REPAIR FOR TWO LEYBOLD T1000C TURBO PUMPS,,,,,,,,,,,,
"A & L DESIGN INC [BUCYRUS,KANSAS]",NNG13HF81P,GSFC - Goddard Space Flight Center,Bucyrus,KS,'03',9/16/2013,10/16/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"5,350","5,350",561920,N/A,N/A,IGF::OT::IGF     FUNDS FOR 37X82A DYESUB GRAPHIC; 47X82 DYESUB GRAPHIC; 147X5 MAG GRAPHIC; POWDER COAT BANNERCLIPS; AND DIGITAL COMPOSITION.,,,,,,,,,,,,
"A & N CORPORATION [WILLISTON,FLORIDA]",NNM14AB60P,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',6/3/2014,9/16/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","19,960","19,960","19,960",332999,N/A,N/A,THIS PROCUREMENT IS FOR THE PURCHASE OF (1) VACUUM CHAMBER.,,,,,,,,,,,,
"A & N ELECTRIC COOPERATIVE [TASLEY,VIRGINIA]",NNG10WA20C,GSFC - Goddard Space Flight Center,WALLOPS ISLAND,VA,'02',9/15/2010,10/31/2015,Non-Profit Institutions - Other Not For Profit Organization,"Definitive Contract, Firm Fixed Price","4,441,705","22,296,748","27,500,000",221122,NNG10318683R,N/A,Electricity distribution services at the Wallops Flight Facility.,,,,,,,,,,,,
"A & P TECHNOLOGY, INC. [CINCINNATI,OHIO]",NNL13AC57P,LaRC - Langley Research Center,,OH,'02',5/1/2013,7/31/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"95,000","95,000",541712,N/A,N/A,"\IGF::OT::IGF\"" 1.0","INTRODUCTION NASA IS DEVELOPING HYPERSONIC INFLATABLE AERODYNAMIC DECELERATORS (HIADS) FOR APPLICATION TO FUTURE ROBOTIC AND HUMAN MISSIONS REQUIRING ATMOSPHERIC ENTRY.  HIADS OFFER CONSIDERABLE SYSTEM MASS AND VOLUME SAVINGS OVER RIGID AEROSHELL TECHNOLOGY.  TO ADVANCE HIAD DEVELOPMENT AND IDENTIFY TECHNICAL CHALLENGES WITH DEVELOPMENT OF A 10 METER CLASS OF HIAD, TESTING OF INDIVIDUAL ELEMENTS IS NEEDED TO MEET PERFORMANCE REQUIREMENTS FOR POTENTIAL FLIGHT DEMONSTRATIONS.  ONE OF THE CHALLENGES IS DEVELOPING SOFT-GOOD MATERIALS AND FABRICS FOR A DEPLOYABLE THERMAL PROTECTION SYSTEM (TPS).  THIS STATEMENT OF WORK (SOW) DEFINES A FABRICATION EFFORT TO BE PERFORMED BY THE CONTRACTOR THAT WILL DEMONSTRATE AN ABILITY TO MANUFACTURE A LOW-ANGLE BIASED TWO DIMENSIONAL FABRIC THROUGH A BRAIDING PROCESS THAT OTHERWISE CANNOT BE ACHIEVED USING A STANDARD FABRIC WEAVING PROCESS. THE PRIMARY OBJECTIVE IS TO ESTABLISH A MANUFACTURING METHOD THAT USES BRITTLE SILICON CARBIDE CERAMIC YARNS TO OBTAIN A NOMINAL +/- 60  BIASED BIAXIAL BRAIDED TUBE WITH A DIAMETER OF 24 INCHES OF SUFFICIENT LENGTH TO MANUFACTURE A DEPLOYABLE TPS WITH A DIAMETER OF AT LEAST 20 FEET. THE WORK DETAILED HEREIN IS DEFINED AS A SUBSCALE MANUFACTURING EFFORT THAT WILL DEMONSTRATE THE FEASIBILITY OF USING INDUSTRY STANDARD BRAIDING METHODS AND EQUIPMENT TO OBTAIN A REFRACTORY CLOTH OF LENGTH AND QUALITY SUFFICIENT FOR THE MANUFACTURE OF A DEPLOYABLE TPS.  2.0",OBJECTIVES  THE CONTRACTOR SHALL IDENTIFY AND DEMONSTRATE BRAID FABRICATION METHODS BASED ON THE REQUIREMENTS IN THIS SOW.  THE CONTRACT SCOPE OF WORK SHALL INCLUDE THE TASKS LISTED BELOW.  THE DETAILED TECHNICAL REQUIREMENTS FOR THESE TASKS ARE PROVIDED IN TASKS 3.2 AND 3.4 OF THIS SOW.  SUCCESSFUL COMPLETION OF TASK 3.2 IS REQUIRED TO OBTAIN GOVERNMENT AUTHORIZATION TO PROCEED TO TASK 3.4.  THE GOVERNMENT DECISION WHETHER OR NOT TO PROCEED WITH TASK 3.4 WILL BE PROVIDED FOLLOWING THE MIDTERM CONTRACT REVIEW TASK 3.3.  THE SOW FOR THE HIAD ADVANCED LARGE-SCALE BRAIDING DEVELOPMENT AND DEMONSTRATION SOW INCLUDE TECHNICAL TASKS IDENTIFIED AS:  3.1,KICK-OFF MEETING 3.2,SUBSCALE BRAIDED FABRIC 3.3,MIDTERM CONTRACT REVIEW 3.4,LARGE SCALE BRAIDED FABRIC 3.5,FINAL CONTRACT REVIEW    3.0,"TASK TECHNICAL DETAILS  THE PRIMARY WORK PROVIDED FOR IN THE CONTRACT IS DIVIDED INTO TWO MAJOR TASKS FOR THE PURPOSE OF, FIRST DEMONSTRATING PROOF OF CONCEPT THROUGH A PRELIMINARY FABRICATION TRIAL USING A LOWER TEMPERATURE CAPABLE CANDIDATE CERAMIC YARN MATERIAL, AND SECOND, EXTENDING THOSE CAPABILITIES SUCCESSFULLY DEVELOPED AND DEMONSTRATED TO A HIGHER TEMPERATURE CAPABLE SILICON CARBIDE YARN.  THE LOWER TEMPERATURE CANDIDATE YARN SHALL BE NEXTELTM 440 WHICH HAS BEEN CHOSEN BECAUSE IT IS A LOWER COST MATERIAL THAT POSSESSES MECHANICAL AND MANUFACTURING DURABILITY PROPERTIES COMPARABLE TO A HIGHER TEMPERATURE CAPABLE, AND HIGHER COST CG-NICALONTM YARN.  THE SUBSCALE BRAIDED FABRIC TASK 3.2 ADDRESSES THE TECHNICAL REQUIREMENTS FOR BRAIDING BRITTLE CERAMIC YARNS.  SUCCESSFUL COMPLETION OF TASK 3.2 IS REQUIRED TO ASSESS THE PROBABILITY OF SUCCESSFULLY COMPLETING THE LARGE-SCALE BRAIDING TASK 3.4.  AN EXAMINATION OF THE PROGRESS PERFORMED DURING THE SUBSCALE BRAIDED TASK 3.2 SHALL BE CONDUCTED THROUGH A MID-TERM REVIEW.  FOLLOWING SUCCESSFUL COMPLETION OF THE TASKS 3.2 AND 3.3, THE GOVERNMENT WILL ASSESS THE RISKS TO SUCCESSFULLY COMPLETING TASK 3.4 AND MAKE A DECISION ON EXECUTING TASK 3.4.  THE CONTRACTOR MUST HAVE A WRITTEN AUTHORIZATION TO PROCEED FROM THE GOVERNMENT BEFORE EXECUTING WORK UNDER THE LARGE-SCALE BRAIDED FABRIC TASK 3.4.  3.1","KICK-OFF MEETING WITHIN 7 DAYS OF THE CONTRACT AWARD DATE, THE CONTRACTOR SHALL PARTICIPATE IN A KICK-OFF MEETING THAT WILL BE HELD VIA TELEPHONE AND WEB CONFERENCING.  THE PURPOSE OF THE KICK-OFF MEETING IS TO PROVIDE A FORUM AT WHICH THE GOVERNMENT AND THE CONTRACTOR CAN REVIEW THE DETAILED REQUIREMENTS DESCRIBED IN THIS SOW.  THE CONTRACTOR IS NOT REQ""",,,
"A & P TECHNOLOGY, INC. [CINCINNATI,OHIO]",NNX13CC09C,NSSC - NASA Shared Services Center,CINCINNATI,OH,'02',3/6/2013,6/24/2017,", Small Business Innovative Research, Small Business - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Definitive Contract, Firm Fixed Price",0,"836,086","836,086",541712,NNX13SBIRPHASE11,N/A,"IGF::OT::IGF -  THE PHASE 2 EFFORT WILL BE USED TO ADVANCE THE MATERIAL AND DESIGN TECHNOLOGIES THAT WERE EXPLORED IN THE PHASE 1 STUDY OF HYBRID GEARS. IN THIS HYBRID APPROACH, THE CONVENTIONAL METALLIC WEB IS REPLACED WITH A COMPOSITE ELEMENT. THIS ALTERNATIVE DESIGN GENERATES A SIGNIFICANT WEIGHT REDUCTION AND THE POTENTIAL FOR THE REDUCTION OF NOISE AND VIBRATION. THE PHASE 2 PROGRAM WILL MAKE THE FIRST LARGE SCALE HYBRID GEARS THAT CAN BE RUN IN A ROTATING GEAR RIG WITH IMPOSED TORQUE LOADING. SEVERAL FULL SCALE GEARS WILL BE MADE AS WELL AS FULL SCALE TEST ELEMENTS. TEST RESULTS FROM FULL SCALE TESTING WILL BE APPLIED TO COMPUTER SIMULATION MODELS. THIS EFFORT WILL APPLY TOPOLOGY OPTIMIZATION TECHNIQUES TO PREDICT THE BEST DESIGN OF THE GEAR ELEMENTS. THIS SHOULD ENABLE SIGNIFICANTLY MORE EFFICIENT DESIGNS THAN THOSE FABRICATED AND TESTED IN THE PHASE 1 PROGRAM. THIS PROGRAM WILL ALSO EXPLORE A POWER TRANSMISSION SYSTEM THAT INTEGRATES GEAR AND SHAFT INTO A SINGLE STRUCTURE. IT IS HOPED THAT THIS INTEGRATED SYSTEM WILL BENEFIT WEIGHT, NOISE AND TOLERANCE OF MISALIGNMENTS.",,,,,,,,,,,,
"A & T MARKETING INC [COLUMBIA,MARYLAND]",NND13AE24D,AFRC - Armstrong Flight Research Center,EDWARDS,CA,'23',9/27/2013,5/30/2014,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Subchapter S Corporation, Women Owned","Delivery Order, Firm Fixed Price",-88,"12,572","12,572",332510,N/A,N/A,ERGOTRON WORKFIT-A SIT STAND WORKING STATION,,,,,,,,,,,,
"A & T MARKETING INC [COLUMBIA,MARYLAND]",NNG14PD04D,GSFC - Goddard Space Flight Center,Columbia,MD,'03',9/30/2014,11/30/2014,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Subchapter S Corporation, Women Owned","Delivery Order, Firm Fixed Price","3,180","3,180","3,180",332510,N/A,N/A,CRUCIAL M550 1024GB 2.5 INCH 7MMSSD CARD,,,,,,,,,,,,
"A & T MARKETING INC [COLUMBIA,MARYLAND]",NNL14AB64D,LaRC - Langley Research Center,Hampton,VA,'02',9/2/2014,11/6/2014,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Subchapter S Corporation, Women Owned","Delivery Order, Firm Fixed Price","26,283","26,283","26,283",332510,N/A,N/A,"AUTONOMY INCUBATOR LAB FURNITURE, INSTALLATION",,,,,,,,,,,,
"A B C CONCRETE MFG. CO., INC. [FARMINGTON,NEW MEXICO]",NND14SA26P,AFRC - Armstrong Flight Research Center,FARMINGTON,NM,'03',5/14/2014,6/11/2014,", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation, Women Owned","Purchase Order, Firm Fixed Price","9,500","9,500","9,500",238120,N/A,N/A,CONCRETE BARRIERS,,,,,,,,,,,,
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNA13AC68D,ARC - Ames Research Center,,IL,'10',8/22/2013,4/25/2014,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","-2,586","16,414","16,414",339111,N/A,N/A,COMBINED PURCHASE OF REFRIGERATED BENCHTOP-CENTRIFUGE AND MICRO-CENTRIFUGEQUOTE# GSA-RFQ805388-GCU,,,,,,,,,,,,
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNA13AC73D,ARC - Ames Research Center,Vernon Hills,IL,'10',9/4/2013,12/3/2013,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"6,000","6,000",339111,N/A,N/A,PURCHASE OF A REFRIGERATED MICRO-CENTRIFUGE IN SPACE BIOSCIENCES LABORATORYQUOTE# RFQ813597-ILL,,,,,,,,,,,,
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNA14AA89D,ARC - Ames Research Center,Vernon Hills,IL,'10',4/10/2014,6/30/2014,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","16,071","16,071","16,071",339111,N/A,N/A,REFRIGERATOR INCUBATOR SHAKER,,,,,,,,,,,,
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",MSFC0200306DNAS803043,MSFC - Marshall Space Flight Center,,CA,'24',12/26/2002,4/23/2013,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Cost Plus Incentive Fee",0,"3,625,040","1,804,712",336414,N/A,N/A,4200001427 SCALABLE SOLAR SAIL SYSTEM DEVELOPMENT AND GROUND DEMONSTRATION,,,,,,,,,,,,
"A H SYSTEMS INC [CHATSWORTH,CALIFORNIA]",NNG14LD47P,GSFC - Goddard Space Flight Center,Chatsworth,CA,'25',8/28/2014,9/28/2014,", Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Veteran Owned","Purchase Order, Firm Fixed Price","14,040","14,040","14,040",334515,N/A,N/A,"AK-4G PORTABLE ANTENNA KIT, PREAMPLIFIER AND METER CABLE, QTY., 1 EACH. SHIPPING.",,,,,,,,,,,,
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG13LB96D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',7/1/2013,6/30/2014,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"116,602","116,602",541519,N/A,N/A,FUNDS FOR FREEFLYER MISSION NETWORK MAINTENANCE LICENSE RENEWAL.,,,,,,,,,,,,
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG13LD47D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',9/24/2013,9/30/2014,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"17,058","17,058",541519,N/A,N/A,IGF::OT::IGF FUNDS FOR FREE FLYER SOFTWARE LICENSE RENEWAL.   GSA FREEFLYER MISSION NODE-LOCKED MAINTENANCE  NASA SOLUTION PACK NODE-LOCKED MAINTENANCE,,,,,,,,,,,,
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG13LM35D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',1/28/2013,12/31/2013,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"25,587","25,587",541519,N/A,N/A,IGF::OT::IGF     MISSION NODE - LOCKED MAINTENANCE GSAFF MISSION NODE-LOCKED MAINTENANCE ANNUAL MAINTENANCE GSA NASA SOLUTIONPCK NODELOCK ANNUAL MAINTENANCE,,,,,,,,,,,,
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG13PR15D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',9/3/2013,9/30/2014,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"101,782","101,782",541519,N/A,N/A,IGF::OT::IGF    FUNDS FOR RENEWAL OF SOFTWARE LICENSES: FF MISSION DONGLE MAINTENANCE;  MISSION NODE-LOCKED MAINTENANCE;  FF ENGINEER DONGLE MAINTENANCE  VOL1; FF SOL PACK DONGLE MAINT VOL1; FF SOL PACK NODELOCKED MAINT1,,,,,,,,,,,,
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG14HZ29D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',9/26/2014,9/30/2015,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","217,186","217,186","217,186",541519,N/A,N/A,FREEFLYER MISSION NETWORK LICENSES/UPGRADES/MAINTENANCENASA SOLUTION PACK NETWORK LICENSES/MAINTENANCE,,,,,,,,,,,,
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG14LD64D,GSFC - Goddard Space Flight Center,Suwanee,GA,'07',9/26/2014,9/30/2015,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","8,580","8,580","8,580",541519,N/A,N/A,IGF::OT::IGF  GSA FREEFLYER ENGINEER NODE-LOCKED MAINTENANCE,,,,,,,,,,,,
